Date Collected,State,blank,blank,Facility_Name,Facility_Type,blank,blank,blank,blank,blank,blank,Resolved_Y_N,blank,Postive_Patients_Desc,blank,blank,blank,blank,blank,blank,blank,Unresolved_Postive_Patients_Desc,blank,blank,blank,blank,blank,blank,blank,Dashboard_Display
20210502,UT,,,Red Cliffs Health and Rehab,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Riverway Assisted Living and Memory Care,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Holladay Healthcare Center,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,William E Christoffersen Salt Lake Veterans Home,Nursing Home,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,Medallion Manor,Intermed Care/Intel Disabled,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Apple Village Assisted Living,Assisted Living,,,,,,,Y,,5 to 10,,,,,,,,,,,,,,,,N
20210502,UT,,,Rocky Mountain Care - Cottage on Vine,Nursing Home,,,,,,,Y,,More than 20,,,,,,,,,,,,,,,,N
20210502,UT,,,George E Wahlen Ogden Veterans Home,Nursing Home,,,,,,,Y,,11 to 20,,,,,,,,,,,,,,,,N
20210502,UT,,,Pine View Transitional Rehab,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Aspen Ridge West Transitional Rehab,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Legacy Village of Provo,Assisted Living,,,,,,,Y,,More than 20,,,,,,,,,,,,,,,,N
20210502,UT,,,Logan Regional Hospital Transitional Care Unit,Nursing Home,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Rocky Mountain Care - Hunter Hollow,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Sunridge Assisted Living of Roy,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Highland Cove Retirement Community,Assisted Living,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Coral Desert Rehabilitation and Care,Nursing Home,,,,,,,Y,,11 to 20,,,,,,,,,,,,,,,,N
20210502,UT,,,Country View Assisted Living,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Pacifica Senior Living Millcreek AL I,Assisted Living,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210502,UT,,,The Wentworth at East Millcreek,Assisted Living,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Maple Springs,Assisted Living,,,,,,,Y,,5 to 10,,,,,,,,,,,,,,,,N
20210502,UT,,,Legacy House of Ogden,Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,Legacy Village of Sugarhouse,Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,The Auberge at North Ogden,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Beehive Homes of Salt Lake,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Thatcher Brook Rehabilitation and Care Center,Nursing Home,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,Abbington Manor of Lehi,Assisted Living,,,,,,,Y,,More than 20,,,,,,,,,,,,,,,,N
20210502,UT,,,Legacy House of Spanish Fork,Assisted Living,,,,,,,Y,,More than 20,,,,,,,,,,,,,,,,N
20210502,UT,,,Canyon Rim Care Center,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Beehive Homes of Cedar City #3,Assisted Living,,,,,,,Y,,5 to 10,,,,,,,,,,,,,,,,N
20210502,UT,,,Covington Senior Living of Lehi,Assisted Living,,,,,,,Y,,More than 20,,,,,,,,,,,,,,,,N
20210502,UT,,,Seasons of Santaquin,Assisted Living,,,,,,,Y,,11 to 20,,,,,,,,,,,,,,,,N
20210502,UT,,,Richfield Rehabilitation and Care Center,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Terrace Grove Assisted Living,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,The Ridge Foothill,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Autumn Care Living Center,Assisted Living,,,,,,,Y,,5 to 10,,,,,,,,,,,,,,,,N
20210502,UT,,,Mt Ogden Health and Rehabilitation Center,Nursing Home,,,,,,,Y,,More than 20,,,,,,,,,,,,,,,,N
20210502,UT,,,Sunridge Assisted Living of Roy,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Elk Meadows Assisted Living and Memory Care,Assisted Living,,,,,,,Y,,5 to 10,,,,,,,,,,,,,,,,N
20210502,UT,,,Country Life Care Center,Nursing Home,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,West Side Center,Intermed Care/Intel Disabled,,,,,,,Y,,11 to 20,,,,,,,,,,,,,,,,N
20210502,UT,,,Spring Gardens Heber,Assisted Living,,,,,,,Y,,11 to 20,,,,,,,,,,,,,,,,N
20210502,UT,,,Ridgeview Gardens of St George,Assisted Living,,,,,,,Y,,5 to 10,,,,,,,,,,,,,,,,N
20210502,UT,,,Rocky Mountain Care - Clearfield,Nursing Home,,,,,,,Y,,More than 20,,,,,,,,,,,,,,,,N
20210502,UT,,,Barrington Place Alzheimer's Special Care Center,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Copper Ridge Health Care,Nursing Home,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,Rocky Mountain Care - Riverton,Nursing Home,,,,,,,Y,,5 to 10,,,,,,,,,,,,,,,,N
20210502,UT,,,The Sheridan at South Jordan,Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,Life Care Center of Bountiful,Nursing Home,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,St George Rehabilitation,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Legacy House of Logan Assisted Living,Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,Hillcrest Care Center,Intermed Care/Intel Disabled,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Beehive Homes of Syracuse,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Rocky Mountain Care - Hunter Hollow,Nursing Home,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Stonehenge of Ogden,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Covington Village,Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,Four Corners Regional Care Center,Nursing Home,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,Stonehenge of Springville,Nursing Home,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,Lake Ridge Senior Living - South,Assisted Living,,,,,,,Y,,11 to 20,,,,,,,,,,,,,,,,N
20210502,UT,,,The Terrace at Mt Ogden,Nursing Home,,,,,,,Y,,More than 20,,,,,,,,,,,,,,,,N
20210502,UT,,,The Wentworth at the Meadows I,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Tophams Tiny Tots Care Center,Intermed Care/Intel Disabled,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Life Care Center of Salt Lake City,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Lotus Park Care Centers,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,North Canyon Care Center,Nursing Home,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Beehive Homes Of St George #1,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Stonehenge of Ogden,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Mission At Crescent Senior Living,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Cottonwood Creek II,Assisted Living,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210502,UT,,,The Ridge Cottonwood,Assisted Living,,,,,,,Y,,More than 20,,,,,,,,,,,,,,,,N
20210502,UT,,,Country Pines Retirement Home,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Meadow Brook Rehabilitation And Nursing,Nursing Home,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,Mission At Alpine Rehabilitation Center,Nursing Home,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,Beehive Homes of Park City,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Maple Springs of North Logan,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Cove Point Retirement,Assisted Living,,,,,,,Y,,More than 20,,,,,,,,,,,,,,,,N
20210502,UT,,,Southgate Senior Living,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Advanced Health Care St George,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Beehive Homes of Washington County #8,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Crestwood Rehabilitation and Nursing,Nursing Home,,,,,,,Y,,More than 20,,,,,,,,,,,,,,,,N
20210502,UT,,,Pinnacle Nursing and Rehabilitation Center,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Stonehenge of Richfield,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Harrison Pointe Healthcare and Rehabilitation,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Welcome Home Assisted Living American Fork,Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,Holladay Healthcare Center,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Uintah Basin Rehabilitation and Senior Villa,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Rosewood Assisted Care,Assisted Living,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Brightwork Villa Park Place,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Brightwork Villa Pleasant Grove,Assisted Living,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Brightwork Villa American Fork,Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,Our House of Tremonton,Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,North Canyon Care Center,Nursing Home,,,,,,,Y,,5 to 10,,,,,,,,,,,,,,,,N
20210502,UT,,,Rocky Mountain Care - Hunter Hollow,Nursing Home,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Wide Horizons Intermediate Care Facility,Intermed Care/Intel Disabled,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Canyon Breeze Senior Living,Assisted Living,,,,,,,Y,,5 to 10,,,,,,,,,,,,,,,,N
20210502,UT,,,South Ogden Post Acute,Nursing Home,,,,,,,Y,,More than 20,,,,,,,,,,,,,,,,N
20210502,UT,,,"Millcreek Rehabilitation and Nursing, LLC",Nursing Home,,,,,,,Y,,More than 20,,,,,,,,,,,,,,,,N
20210502,UT,,,Cascades at Orchard Park,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Willow Glen Health and Rehab,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Legacy House Assisted Living of South Jordan,Assisted Living,,,,,,,Y,,More than 20,,,,,,,,,,,,,,,,N
20210502,UT,,,Welcome Home Assisted Living,Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,The Wentworth at East Millcreek,Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,Life Care Center of Salt Lake City,Nursing Home,,,,,,,Y,,11 to 20,,,,,,,,,,,,,,,,N
20210502,UT,,,Cottonwood Creek,Assisted Living,,,,,,,Y,,5 to 10,,,,,,,,,,,,,,,,N
20210502,UT,,,Sunridge Assisted Living and Memory Care,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Beehive Homes of Naples,Assisted Living,,,,,,,Y,,11 to 20,,,,,,,,,,,,,,,,N
20210502,UT,,,Avamere at Mountain Ridge,Assisted Living,,,,,,,Y,,5 to 10,,,,,,,,,,,,,,,,N
20210502,UT,,,Alpine Meadow Rehabilitation And Nursing,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Sunridge Assisted Living of Layton,Assisted Living,,,,,,,Y,,More than 20,,,,,,,,,,,,,,,,N
20210502,UT,,,The Wentworth at Willow Creek,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,The Inn on Barton Creek,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Mountain View Health Services,Nursing Home,,,,,,,Y,,More than 20,,,,,,,,,,,,,,,,N
20210502,UT,,,Country Care,Assisted Living,,,,,,,Y,,5 to 10,,,,,,,,,,,,,,,,N
20210502,UT,,,Spring Gardens of Lindon,Nursing Home,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,Millard County Care and Rehabilitation,Nursing Home,,,,,,,Y,,11 to 20,,,,,,,,,,,,,,,,N
20210502,UT,,,Cache Valley Assisted Living,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Highland Care Center,Nursing Home,,,,,,,Y,,More than 20,,,,,,,,,,,,,,,,N
20210502,UT,,,Sagewood at Daybreak,Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,Beehive Homes of Riverton,Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,St Joseph Villa Assisted Living,Assisted Living,,,,,,,Y,,11 to 20,,,,,,,,,,,,,,,,N
20210502,UT,,,Red Cliffs Health and Rehab,Nursing Home,,,,,,,Y,,More than 20,,,,,,,,,,,,,,,,N
20210502,UT,,,Stonehenge of Cedar City,Nursing Home,,,,,,,Y,,11 to 20,,,,,,,,,,,,,,,,N
20210502,UT,,,Brookdale Cedar City,Assisted Living,,,,,,,Y,,11 to 20,,,,,,,,,,,,,,,,N
20210502,UT,,,Beehive Homes of Washington County #3,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Beehive Homes of Washington County #7,Assisted Living,,,,,,,Y,,5 to 10,,,,,,,,,,,,,,,,N
20210502,UT,,,The Wellington,Assisted Living,,,,,,,Y,,More than 20,,,,,,,,,,,,,,,,N
20210502,UT,,,Stonehenge of Orem,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,"Stonehenge of South Jordan, LLC",Nursing Home,,,,,,,Y,,11 to 20,,,,,,,,,,,,,,,,N
20210502,UT,,,Heirloom Inn,Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,"Hidden Valley Assisted Living, LLC",Assisted Living,,,,,,,Y,,11 to 20,,,,,,,,,,,,,,,,N
20210502,UT,,,Spring Gardens Mapleton,Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,Logan Regional Hospital Transitional Care Unit,Nursing Home,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,Rocky Mountain Care - Hunter Hollow,Nursing Home,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,Beehive Homes of Vernal,Assisted Living,,,,,,,Y,,5 to 10,,,,,,,,,,,,,,,,N
20210502,UT,,,Beehive Homes of Maeser,Assisted Living,,,,,,,Y,,5 to 10,,,,,,,,,,,,,,,,N
20210502,UT,,,Bella Terra St George,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Highland Cove Retirement Community,Assisted Living,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Mission At Community Living Rehabilitation Center,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Stoney Brooke Of Riverdale,Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,Bellaview Assisted Living and Memory Care,Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,Gables of North Logan Assisted Living,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Beehive Homes of Santaquin,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Legacy House of Bountiful,Assisted Living,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Hurricane Health and Rehabilitation,Nursing Home,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,Provo Care Center,Intermed Care/Intel Disabled,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Aspen Ridge West Transitional Rehab,Nursing Home,,,,,,,Y,,5 to 10,,,,,,,,,,,,,,,,N
20210502,UT,,,The Retreat at Sunriver St George,Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,Raintree Senior Living,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Red Cliff's Assisted Living,Assisted Living,,,,,,,Y,,5 to 10,,,,,,,,,,,,,,,,N
20210502,UT,,,Lotus Park Care Centers,Assisted Living,,,,,,,Y,,5 to 10,,,,,,,,,,,,,,,,N
20210502,UT,,,"Beehive Homes of American Fork South, Building One",Assisted Living,,,,,,,Y,,11 to 20,,,,,,,,,,,,,,,,N
20210502,UT,,,"Beehive Homes of American Fork South, Building Two",Assisted Living,,,,,,,Y,,5 to 10,,,,,,,,,,,,,,,,N
20210502,UT,,,Cedar Health and Rehabilitation,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Avalon Valley Rehabilitation,Nursing Home,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Uintah Health Care Special Service District,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Chancellor Gardens of Clearfield,Assisted Living,,,,,,,Y,,More than 20,,,,,,,,,,,,,,,,N
20210502,UT,,,The Retreat at Sunbrook,Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,Four Corners Regional Care Center,Nursing Home,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,Summit Senior Living,Assisted Living,,,,,,,Y,,More than 20,,,,,,,,,,,,,,,,N
20210502,UT,,,Legacy House of Park Lane,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Thatcher Brook Rehabilitation & Care Center,Nursing Home,,,,,,,Y,,11 to 20,,,,,,,,,,,,,,,,N
20210502,UT,,,Stonehenge of Ogden,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Maple Springs of North Logan,Nursing Home,,,,,,,Y,,5 to 10,,,,,,,,,,,,,,,,N
20210502,UT,,,Heber Valley Assisted Living,Assisted Living,,,,,,,Y,,5 to 10,,,,,,,,,,,,,,,,N
20210502,UT,,,Williamsburg Retirement Communiy,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Sterling Court,Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,Legacy House of Ogden,Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,Canyon Creek Assisted Living,Assisted Living,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Pinnacle Nursing and Rehabilitation Center,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Stonehenge of Richfield,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Stonehenge of American Fork,Nursing Home,,,,,,,Y,,5 to 10,,,,,,,,,,,,,,,,N
20210502,UT,,,Sunrise of Sandy,Assisted Living,,,,,,,Y,,5 to 10,,,,,,,,,,,,,,,,N
20210502,UT,,,Spanish Fork Rehabilitation And Nursing,Nursing Home,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,Aspen Ridge Transitional Rehab,Nursing Home,,,,,,,Y,,11 to 20,,,,,,,,,,,,,,,,N
20210502,UT,,,Spring Gardens of St George,Assisted Living,,,,,,,Y,,11 to 20,,,,,,,,,,,,,,,,N
20210502,UT,,,Rocky Mountain Care - Willow Springs,Nursing Home,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,The Inn Between,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Country Lane of Central Sandy,Assisted Living,,,,,,,Y,,5 to 10,,,,,,,,,,,,,,,,N
20210502,UT,,,Gardens Assisted Living,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Covington Senior Living,Assisted Living,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Waikoloa Assisted Living,Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,Beehive Homes of Richfield,Assisted Living,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210502,UT,,,"Beacon Crest Management of Draper, LLC",Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Canyonlands Care Center,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Our House of Ogden,Assisted Living,,,,,,,Y,,11 to 20,,,,,,,,,,,,,,,,N
20210502,UT,,,Richfield Rehabilitation and Care Center,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Avalon Valley Rehabilitation,Nursing Home,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,Tophams Tiny Tots Care Center,Intermed Care/Intel Disabled,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Willow Glen Health and Rehab,Nursing Home,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,Advanced Health Care of St George,Nursing Home,,,,,,,Y,,11 to 20,,,,,,,,,,,,,,,,N
20210502,UT,,,Seasons Healthcare and Rehabilitation,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,The Wentworth at the Meadows I,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Medallion Supported Living - Payson,Intermed Care/Intel Disabled,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,Legacy Village Rehabilitation,Nursing Home,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,Terrace Grove Assisted Living,Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,Golden Skyline Assisted Living,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Gables of North Logan Assisted Living,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Our House of Tooele,Assisted Living,,,,,,,Y,,5 to 10,,,,,,,,,,,,,,,,N
20210502,UT,,,Haven at Sky Mountain,Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,Stonehenge of Orem,Nursing Home,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Rocky Mountain Care - The Lodge,Nursing Home,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,Brighton House of Riverton,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Brighton House of South Jordan,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Avalon West Health and Rehabilitation,Nursing Home,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,The Villas at Baer Creek,Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,Beehive Homes of South Jordan,Assisted Living,,,,,,,Y,,11 to 20,,,,,,,,,,,,,,,,N
20210502,UT,,,Country Oaks Assisted Living of Layton,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Williamsburg Retirement Community,Assisted Living,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,William E Christoffersen Salt Lake Veterans Home,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Avalon Valley Rehabilitation,Nursing Home,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,Family Tree of Morgan,Assisted Living,,,,,,,Y,,11 to 20,,,,,,,,,,,,,,,,N
20210502,UT,,,Seasons Assisted Living of Farr West,Assisted Living,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,Aspen Ridge of Utah Valley,Nursing Home,,,,,,,Y,,No Resident Cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Bella Terra St George,Nursing Home,,,,,,,Y,,1 to 4,,,,,,,,,,,,,,,,N
20210502,UT,,,Meadow Brook Rehabilitation and Nursing,Nursing Home,,,,,,,Y,,5 to 10,,,,,,,,,,,,,,,,N
20210502,UT,,,The Lodge at Jordan River,Assisted Living,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
20210502,UT,,,Creekside Senior Living,Assisted Living,,,,,,,Y,,Zero cases,,,,,,,,,,,,,,,,N
